Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
trimmed_trimmomatic | fastqc_results | Only_MNP_C1_S57_L002_R1_paired	(1, 38.99155107202419)	(2, 38.86527937147631)	(3, 39.014265876670635)	(4, 39.14003251986708)	(5, 39.25931643600899)	(6, 39.30144305138137)	(7, 39.28111320828105)	(8, 39.3612200762335)	(9, 39.32226710715209)	(10, 39.35866704516731)	(15, 39.38972776926771)	(20, 39.426603374131126)	(25, 39.3515952003072)	(30, 39.338813790358664)	(35, 39.322484413650514)	(40, 39.33546719444115)	(45, 39.25629021890396)	(50, 39.30212770307562)	(55, 39.25909579430704)	(60, 39.1927297366992)	(65, 39.21089698241871)	(70, 39.16597562031963)	(75, 39.190042385179616)	(80, 39.160573013029186)	(85, 39.13592703724081)	(90, 39.12754831667004)	(95, 39.09715568183402)	(100, 39.08589838557807)	(105, 39.039636476550406)	(110, 39.04350110555148)	(115, 38.97416940068732)	(120, 38.94542433881917)	(125, 38.973499298247546)	(130, 38.98277025299771)	(135, 38.9471713873512)	(140, 38.903381525597)	(145, 38.93563050997532)	(150, 38.997883184200546)
trimmed_trimmomatic | fastqc_results | Only_MNP_C1_S57_L002_R1_unpaired	(1, 35.71163728116116)	(2, 34.860902011888136)	(3, 35.11303138421301)	(4, 35.52964866155696)	(5, 35.853682190895135)	(6, 36.06971611108625)	(7, 36.23975266679513)	(8, 36.357566520340335)	(9, 36.442701232191304)	(10, 36.52749769186725)	(15, 36.70111493542251)	(20, 36.761249487462116)	(25, 36.34188619421556)	(30, 36.106086804055735)	(35, 35.971260802106954)	(40, 35.828952157955726)	(45, 35.61379783953295)	(50, 35.588453949640794)	(55, 35.572378874045484)	(60, 35.55069282746881)	(65, 35.59851734175804)	(70, 35.59178591452961)	(75, 35.6399887741633)	(80, 35.64250286798349)	(85, 35.64929703894593)	(90, 35.66095202872633)	(95, 35.65657976817662)	(100, 35.667054540148754)	(105, 35.63585468674811)	(110, 35.66317833037184)	(115, 35.61880070847986)	(120, 35.622216080675784)	(125, 35.67525642397924)	(130, 35.712806240536295)	(135, 35.71150642671465)	(140, 35.7032271906559)	(145, 35.77104536081785)	(150, 36.594021126257694)
trimmed_trimmomatic | fastqc_results | Only_MNP_C1_S57_L002_R2_paired	(1, 39.07006964606558)	(2, 39.136162563540836)	(3, 39.32054332560827)	(4, 39.370955994960056)	(5, 39.35184531019376)	(6, 39.4531232637103)	(7, 39.46827756252326)	(8, 39.49144872977686)	(9, 39.50821037157297)	(10, 39.522258020301706)	(15, 39.531085510930225)	(20, 39.511191948285045)	(25, 39.5052640188102)	(30, 39.455278403074644)	(35, 39.463423049146876)	(40, 39.43408284255393)	(45, 39.39491552090929)	(50, 39.38674190487533)	(55, 39.35288155270773)	(60, 39.34568205212082)	(65, 39.310941381549426)	(70, 39.25976100578911)	(75, 39.228208258115544)	(80, 39.22260099881737)	(85, 39.20938411696579)	(90, 39.162527856791336)	(95, 39.16313929144204)	(100, 39.13419338998794)	(105, 39.106359879375034)	(110, 39.071019402375306)	(115, 39.058748455044324)	(120, 39.034734953655274)	(125, 39.01736728457365)	(130, 38.97639751235866)	(135, 38.96748582823729)	(140, 38.93443719707459)	(145, 38.918755022002514)	(150, 39.014210695325986)
trimmed_trimmomatic | fastqc_results | Only_MNP_C1_S57_L002_R2_unpaired	(1, 34.16212592648807)	(2, 33.7265834769819)	(3, 34.061019019431406)	(4, 34.270561620717196)	(5, 34.43439687478543)	(6, 34.679596844429504)	(7, 34.72418752732936)	(8, 34.846673677439405)	(9, 34.92418246800883)	(10, 35.00848520329434)	(15, 35.03725177708634)	(20, 35.00311654144848)	(25, 34.846979404951625)	(30, 34.61404756484062)	(35, 34.37187306887542)	(40, 34.11397059089249)	(45, 33.87242850999397)	(50, 33.78865291093847)	(55, 33.86663412357336)	(60, 33.94821946855756)	(65, 33.99681126582986)	(70, 34.03923271272804)	(75, 34.04850074080159)	(80, 34.086716523885414)	(85, 34.09828769738631)	(90, 34.11397980069449)	(95, 34.14986120242926)	(100, 34.1612020692538)	(105, 34.14802937593907)	(110, 34.17673067047819)	(115, 34.199559415410235)	(120, 34.212489897719976)	(125, 34.20800139141395)	(130, 34.176090101610114)	(135, 34.19997350901972)	(140, 34.19942852202688)	(145, 34.23690648270557)	(150, 35.3970584068295)
trimmed_trimmomatic | fastqc_results | Only_MNP_C2_S58_L002_R1_paired	(1, 39.010997404591315)	(2, 38.90015001694825)	(3, 39.047601215953954)	(4, 39.149284210543804)	(5, 39.305356636071195)	(6, 39.331868337010995)	(7, 39.26273075376517)	(8, 39.39189862785628)	(9, 39.32822184596366)	(10, 39.36208512009996)	(15, 39.391615560488646)	(20, 39.42523863137886)	(25, 39.34917628839942)	(30, 39.338040905103085)	(35, 39.321155023328764)	(40, 39.33623529157639)	(45, 39.25526443093754)	(50, 39.304914092863946)	(55, 39.26071542547781)	(60, 39.19474751756364)	(65, 39.21409319225817)	(70, 39.1693298432928)	(75, 39.19501253942854)	(80, 39.16508949307092)	(85, 39.141734243394126)	(90, 39.132448617064156)	(95, 39.10425122934887)	(100, 39.09125057569271)	(105, 39.04733797908631)	(110, 39.049851969785195)	(115, 38.982405923420735)	(120, 38.95195326044799)	(125, 38.98237774925642)	(130, 38.99116389808056)	(135, 38.95697715778788)	(140, 38.91293330805997)	(145, 38.94589209077074)	(150, 39.006367194191775)
trimmed_trimmomatic | fastqc_results | Only_MNP_C2_S58_L002_R1_unpaired	(1, 35.79476099719076)	(2, 35.049722524858424)	(3, 35.282289498276945)	(4, 35.547946551663856)	(5, 35.936347495447855)	(6, 36.102650211236394)	(7, 36.093751919364486)	(8, 36.33191186183788)	(9, 36.33413525365849)	(10, 36.38018639450512)	(15, 36.510650075168215)	(20, 36.538606605165114)	(25, 36.08412717461043)	(30, 35.830878027162605)	(35, 35.6785852311222)	(40, 35.52204880878925)	(45, 35.28651592706368)	(50, 35.276058816577915)	(55, 35.27271839336673)	(60, 35.27078143302626)	(65, 35.33042368878829)	(70, 35.32899215590571)	(75, 35.39439297046069)	(80, 35.40340049995915)	(85, 35.42598777701539)	(90, 35.44018972017284)	(95, 35.45067286966876)	(100, 35.46897264268372)	(105, 35.44439274955255)	(110, 35.47759899212808)	(115, 35.44678389571685)	(120, 35.45283456374413)	(125, 35.52828137483745)	(130, 35.562991006463385)	(135, 35.56423560900914)	(140, 35.563424348209644)	(145, 35.63284132312247)	(150, 36.488704932322435)
trimmed_trimmomatic | fastqc_results | Only_MNP_C2_S58_L002_R2_paired	(1, 39.12271430399181)	(2, 39.180730303473396)	(3, 39.36164344867006)	(4, 39.41655378909729)	(5, 39.396399277539246)	(6, 39.49725842926265)	(7, 39.50626667408845)	(8, 39.51442076858658)	(9, 39.53005494058142)	(10, 39.546531686583634)	(15, 39.55123032175092)	(20, 39.52846582933443)	(25, 39.52474001880923)	(30, 39.472625774302465)	(35, 39.48250327666192)	(40, 39.453977904132714)	(45, 39.416039652261766)	(50, 39.406956382840036)	(55, 39.373521387056755)	(60, 39.364650259525874)	(65, 39.33037642962429)	(70, 39.27876784483772)	(75, 39.246705468142714)	(80, 39.24119786415338)	(85, 39.22887814093995)	(90, 39.18186085395684)	(95, 39.18361442165997)	(100, 39.15530302104121)	(105, 39.127324369504144)	(110, 39.09251444490284)	(115, 39.08113136537362)	(120, 39.05807200111794)	(125, 39.03989040417871)	(130, 39.00005851074776)	(135, 38.990883974736924)	(140, 38.957893239432245)	(145, 38.942363151701784)	(150, 39.03464183745)
trimmed_trimmomatic | fastqc_results | Only_MNP_C2_S58_L002_R2_unpaired	(1, 34.289941893608294)	(2, 33.72394296705971)	(3, 34.002706964432754)	(4, 34.20052205742632)	(5, 34.37392446502449)	(6, 34.630546026729604)	(7, 34.61086052799141)	(8, 34.672060593331935)	(9, 34.75186937229762)	(10, 34.823765947587574)	(15, 34.81393886660866)	(20, 34.750825924185)	(25, 34.60076275056923)	(30, 34.383842889384496)	(35, 34.14593805318585)	(40, 33.86559588221371)	(45, 33.64261002043558)	(50, 33.54725938650203)	(55, 33.62846600743451)	(60, 33.70528262691097)	(65, 33.77591187460131)	(70, 33.809289655393805)	(75, 33.83317433547118)	(80, 33.86563771133702)	(85, 33.88493512751583)	(90, 33.91667788398796)	(95, 33.947489218022696)	(100, 33.95523999559084)	(105, 33.932095445466)	(110, 33.9542081272732)	(115, 33.977248352324466)	(120, 33.980878757604195)	(125, 33.98650926205297)	(130, 33.959390848322)	(135, 33.98188840688714)	(140, 33.98553674851237)	(145, 34.022650595792506)	(150, 35.18693898526806)
trimmed_trimmomatic | fastqc_results | Only_MNP_C3_S59_L002_R1_paired	(1, 39.02299168367422)	(2, 38.823105065616076)	(3, 38.99525440272642)	(4, 39.155559346753954)	(5, 39.24901768555869)	(6, 39.32232882224453)	(7, 39.2620856224221)	(8, 39.3730713363416)	(9, 39.3374870192797)	(10, 39.37644255210351)	(15, 39.40876085329521)	(20, 39.447351952695776)	(25, 39.37463771456946)	(30, 39.362593736737146)	(35, 39.34672144800163)	(40, 39.360411639598006)	(45, 39.2818683845721)	(50, 39.32722188927683)	(55, 39.28484478232271)	(60, 39.21872704307323)	(65, 39.2366937086544)	(70, 39.19175933115848)	(75, 39.21635063897115)	(80, 39.18659045409767)	(85, 39.16223981081443)	(90, 39.15337185352108)	(95, 39.12344123315173)	(100, 39.11207543274837)	(105, 39.066100215196215)	(110, 39.06970177434757)	(115, 39.000531945382185)	(120, 38.97119172518526)	(125, 38.99768913593336)	(130, 39.006984608138296)	(135, 38.970734652247714)	(140, 38.92681849018105)	(145, 38.95817863072206)	(150, 39.01857002196086)
trimmed_trimmomatic | fastqc_results | Only_MNP_C3_S59_L002_R1_unpaired	(1, 35.42232324285128)	(2, 34.55181226910684)	(3, 34.8464718055344)	(4, 35.26137083390124)	(5, 35.575319609137466)	(6, 35.879662516268866)	(7, 35.95449172102984)	(8, 36.11095343340968)	(9, 36.20317261788635)	(10, 36.29296071509064)	(15, 36.469124657140085)	(20, 36.5286226006487)	(25, 36.081597052406906)	(30, 35.83920687225345)	(35, 35.68988947416714)	(40, 35.53873018672781)	(45, 35.31172418339431)	(50, 35.28548014356615)	(55, 35.27129107509465)	(60, 35.25260472302217)	(65, 35.30042966029442)	(70, 35.29048695259918)	(75, 35.34143451858462)	(80, 35.34643274907982)	(85, 35.34935638227969)	(90, 35.35712789463236)	(95, 35.35610198014727)	(100, 35.36440190399145)	(105, 35.3253508379463)	(110, 35.35449057063065)	(115, 35.308373160758435)	(120, 35.30634461575708)	(125, 35.37219515811652)	(130, 35.409447389513026)	(135, 35.395909515057966)	(140, 35.3914236964291)	(145, 35.451515490060835)	(150, 36.35245949964569)
trimmed_trimmomatic | fastqc_results | Only_MNP_C3_S59_L002_R2_paired	(1, 39.06434027143641)	(2, 39.14165734806156)	(3, 39.32860485563603)	(4, 39.39186724014874)	(5, 39.36435176639867)	(6, 39.45814988120031)	(7, 39.47464433793906)	(8, 39.48609865996264)	(9, 39.508236759436194)	(10, 39.52275357210514)	(15, 39.53073174684636)	(20, 39.50978878307525)	(25, 39.50601768924879)	(30, 39.45650608768669)	(35, 39.463981087616524)	(40, 39.4336198690026)	(45, 39.39470577499)	(50, 39.38532114700526)	(55, 39.351467439487905)	(60, 39.34307873228181)	(65, 39.308886346434676)	(70, 39.25779797177793)	(75, 39.227273421581394)	(80, 39.221360253901096)	(85, 39.20818654378782)	(90, 39.16154700196001)	(95, 39.162711965856396)	(100, 39.13390325778415)	(105, 39.10608929806757)	(110, 39.070662699310205)	(115, 39.058971951449884)	(120, 39.0346580370379)	(125, 39.017901625746745)	(130, 38.977261248232296)	(135, 38.968329045351105)	(140, 38.93530253079614)	(145, 38.92000654366132)	(150, 39.01522560245813)
trimmed_trimmomatic | fastqc_results | Only_MNP_C3_S59_L002_R2_unpaired	(1, 34.121742787450586)	(2, 33.660068971318026)	(3, 34.01672470350744)	(4, 34.25333669778787)	(5, 34.36791319707292)	(6, 34.560100933636136)	(7, 34.66094372949785)	(8, 34.71365800319623)	(9, 34.811321389519726)	(10, 34.88735200605602)	(15, 34.907228530574486)	(20, 34.85497249558416)	(25, 34.71995357052738)	(30, 34.467349650937834)	(35, 34.23358331230549)	(40, 33.96270367566658)	(45, 33.71833257633106)	(50, 33.64281806909736)	(55, 33.7248695837028)	(60, 33.80101108294399)	(65, 33.87311956457948)	(70, 33.90355374548712)	(75, 33.93698639479462)	(80, 33.966118126728915)	(85, 34.00546718600468)	(90, 34.031164298323446)	(95, 34.05790972313341)	(100, 34.0545806677303)	(105, 34.066104902305845)	(110, 34.08807136916584)	(115, 34.10860975287365)	(120, 34.118925633759474)	(125, 34.12751520458171)	(130, 34.119615468545035)	(135, 34.15434934968173)	(140, 34.14753754547045)	(145, 34.18877552989509)	(150, 35.314041532414294)
trimmed_trimmomatic | fastqc_results | Only_MNP_C4_S60_L002_R1_paired	(1, 38.98941260252628)	(2, 38.82700134923019)	(3, 38.98147489846654)	(4, 39.13470936758946)	(5, 39.219479983478486)	(6, 39.262585219837774)	(7, 39.19680463931194)	(8, 39.35108476016345)	(9, 39.28641223808899)	(10, 39.32342794477677)	(15, 39.35909280847529)	(20, 39.39562103202594)	(25, 39.31902202681856)	(30, 39.30551751659092)	(35, 39.2894115190011)	(40, 39.304888785710816)	(45, 39.223913918302)	(50, 39.2730229947406)	(55, 39.228886971441796)	(60, 39.16343015125854)	(65, 39.181117807546286)	(70, 39.1363793032054)	(75, 39.1606273144778)	(80, 39.130035356510426)	(85, 39.1064182144408)	(90, 39.09572737509997)	(95, 39.06630581982352)	(100, 39.05276755331667)	(105, 39.00733811658516)	(110, 39.009835072839806)	(115, 38.94120222894407)	(120, 38.910147916477314)	(125, 38.93947597001868)	(130, 38.947939696181564)	(135, 38.912839924320124)	(140, 38.868483546939274)	(145, 38.90036027642892)	(150, 38.96839104861382)
trimmed_trimmomatic | fastqc_results | Only_MNP_C4_S60_L002_R1_unpaired	(1, 35.364299168280304)	(2, 34.430580982734455)	(3, 34.74057127205014)	(4, 35.182357905957346)	(5, 35.54324967184157)	(6, 35.76241907419309)	(7, 35.85234809626861)	(8, 36.14737716644377)	(9, 36.17426181885985)	(10, 36.277870447755774)	(15, 36.476308817911885)	(20, 36.54535698109098)	(25, 36.09859124949363)	(30, 35.86473091008995)	(35, 35.73189006878333)	(40, 35.599413563771634)	(45, 35.38590902978136)	(50, 35.37191994189624)	(55, 35.36394016550623)	(60, 35.35301970810097)	(65, 35.39956008479586)	(70, 35.394713666369974)	(75, 35.4489334665526)	(80, 35.45349145264343)	(85, 35.456856419150405)	(90, 35.46946749391542)	(95, 35.47554442178229)	(100, 35.48828274112046)	(105, 35.45571603180211)	(110, 35.481754135972324)	(115, 35.44777350368065)	(120, 35.442274028289624)	(125, 35.503858344301975)	(130, 35.538008306319256)	(135, 35.536791127855096)	(140, 35.52734816354489)	(145, 35.58918233502003)	(150, 36.4621380462098)
trimmed_trimmomatic | fastqc_results | Only_MNP_C4_S60_L002_R2_paired	(1, 39.01379077891113)	(2, 39.07614875139618)	(3, 39.28030537534344)	(4, 39.34100221718212)	(5, 39.31327051372808)	(6, 39.41960415446522)	(7, 39.446594483695094)	(8, 39.463163913824765)	(9, 39.47579713499299)	(10, 39.484987167799666)	(15, 39.49595737921258)	(20, 39.47639324527408)	(25, 39.46634466772793)	(30, 39.41988315970188)	(35, 39.42494754806074)	(40, 39.399872258872705)	(45, 39.36369272903675)	(50, 39.35634947351833)	(55, 39.323922323591546)	(60, 39.3173529441033)	(65, 39.283740966879314)	(70, 39.23267940506189)	(75, 39.20095509781997)	(80, 39.19510722656448)	(85, 39.18247605097089)	(90, 39.134940266002204)	(95, 39.13560198536922)	(100, 39.10611883012565)	(105, 39.0780563253926)	(110, 39.04223702201988)	(115, 39.02974214611461)	(120, 39.00600845318829)	(125, 38.98697755842169)	(130, 38.94618860106935)	(135, 38.9361856747315)	(140, 38.90286533153828)	(145, 38.88623940326888)	(150, 38.984321620724685)
trimmed_trimmomatic | fastqc_results | Only_MNP_C4_S60_L002_R2_unpaired	(1, 34.04805596309364)	(2, 33.40022665181338)	(3, 33.80533626974776)	(4, 33.941982272361)	(5, 34.04541062181572)	(6, 34.355438840929594)	(7, 34.45343525174082)	(8, 34.536741029435845)	(9, 34.560160646696055)	(10, 34.63155725205544)	(15, 34.63723638885233)	(20, 34.60852544696316)	(25, 34.44648481015503)	(30, 34.23849742047121)	(35, 34.02200256187177)	(40, 33.78664423691214)	(45, 33.568571162569704)	(50, 33.50455486625854)	(55, 33.60583747184024)	(60, 33.689548087217155)	(65, 33.75766171208479)	(70, 33.7877376884825)	(75, 33.80445895255384)	(80, 33.84860479164734)	(85, 33.87016331211034)	(90, 33.884217656291064)	(95, 33.9172905756172)	(100, 33.906789819978016)	(105, 33.920931321924556)	(110, 33.95111646502344)	(115, 33.96953986947352)	(120, 33.971961001167294)	(125, 33.98023223746607)	(130, 33.951788426465974)	(135, 33.97424687694992)	(140, 33.97218556845764)	(145, 33.994906136758075)	(150, 35.20529341723166)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P1_S61_L002_R1_paired	(1, 39.02006132480966)	(2, 38.80615907090495)	(3, 38.96937972773995)	(4, 39.1233979882117)	(5, 39.26788943636784)	(6, 39.32671947083298)	(7, 39.271455827848705)	(8, 39.37313371070029)	(9, 39.339011503021645)	(10, 39.37495542695666)	(15, 39.40588890023331)	(20, 39.44319310980651)	(25, 39.36943878425713)	(30, 39.356290295566026)	(35, 39.34093892947668)	(40, 39.354588376679715)	(45, 39.276061352919534)	(50, 39.32231408109696)	(55, 39.280500592357825)	(60, 39.21539155888537)	(65, 39.23423773279059)	(70, 39.19005663811733)	(75, 39.21545154471595)	(80, 39.186921211101456)	(85, 39.16324895719864)	(90, 39.155270311639285)	(95, 39.12626830878535)	(100, 39.11552678755466)	(105, 39.070664298467406)	(110, 39.07467870701835)	(115, 39.00669877346127)	(120, 38.978139233191335)	(125, 39.00599401193997)	(130, 39.01566567821626)	(135, 38.98004786974413)	(140, 38.93617179504123)	(145, 38.96868541171309)	(150, 39.028225438053596)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P1_S61_L002_R1_unpaired	(1, 35.882468398663256)	(2, 34.991157384852215)	(3, 35.21261812074582)	(4, 35.57795307701527)	(5, 35.9561581553318)	(6, 36.239489179820595)	(7, 36.290530728126555)	(8, 36.502346460541325)	(9, 36.555192020633285)	(10, 36.645997475317415)	(15, 36.821961469794864)	(20, 36.88437498540758)	(25, 36.48159254238027)	(30, 36.2570766603835)	(35, 36.12935900768456)	(40, 36.00043598248599)	(45, 35.79267219440367)	(50, 35.78430259791489)	(55, 35.7717532841668)	(60, 35.75348633258269)	(65, 35.808556486058386)	(70, 35.80535297123421)	(75, 35.8610102394585)	(80, 35.864932706614994)	(85, 35.870924599313255)	(90, 35.88235668534425)	(95, 35.8803934524694)	(100, 35.89377963093243)	(105, 35.867300226769814)	(110, 35.89737707944038)	(115, 35.87030865684583)	(120, 35.850599907177624)	(125, 35.91448642616224)	(130, 35.94919522761419)	(135, 35.948570579692316)	(140, 35.9419603641648)	(145, 36.00322893126889)	(150, 36.78092806420766)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P1_S61_L002_R2_paired	(1, 39.089527898994206)	(2, 39.13214023050593)	(3, 39.334495718390414)	(4, 39.39884958420319)	(5, 39.3551150982749)	(6, 39.455840751200185)	(7, 39.48597218733001)	(8, 39.49803141047554)	(9, 39.51497056518578)	(10, 39.52574354738041)	(15, 39.5372866175329)	(20, 39.519053159625614)	(25, 39.511430855516736)	(30, 39.466207540928934)	(35, 39.473677589148565)	(40, 39.4451208763523)	(45, 39.4071500050929)	(50, 39.39983148896538)	(55, 39.36734351514456)	(60, 39.36095497934187)	(65, 39.32721561211091)	(70, 39.27739564407032)	(75, 39.247664355187524)	(80, 39.24248258135847)	(85, 39.22977808350829)	(90, 39.18400024537762)	(95, 39.18492656169636)	(100, 39.15664453165377)	(105, 39.12973893850888)	(110, 39.094825800743436)	(115, 39.08333442498525)	(120, 39.05981898201972)	(125, 39.0433324892181)	(130, 39.00323414022034)	(135, 38.99484776035266)	(140, 38.96283381000974)	(145, 38.94770730644717)	(150, 39.039031500102446)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P1_S61_L002_R2_unpaired	(1, 34.16332909047373)	(2, 33.741250677387235)	(3, 34.08258138098779)	(4, 34.21622830785517)	(5, 34.31479602767521)	(6, 34.568365700891)	(7, 34.704066843942584)	(8, 34.734186946275315)	(9, 34.79750217394044)	(10, 34.87471549735976)	(15, 34.895440396224274)	(20, 34.863690783752794)	(25, 34.70971719870446)	(30, 34.494323810003905)	(35, 34.27352518620272)	(40, 34.03522161589938)	(45, 33.812861535747146)	(50, 33.74629285676965)	(55, 33.824318910294025)	(60, 33.90644661824294)	(65, 33.984824434801894)	(70, 34.01688930096472)	(75, 34.026189428912446)	(80, 34.06721454298005)	(85, 34.08204611525528)	(90, 34.11946783542221)	(95, 34.133418856590815)	(100, 34.13787742720367)	(105, 34.11395388250771)	(110, 34.15430505746802)	(115, 34.184649619145134)	(120, 34.182107175690284)	(125, 34.197202964161626)	(130, 34.1706342451756)	(135, 34.19808320851568)	(140, 34.201917039839934)	(145, 34.23026036368774)	(150, 35.36492685569398)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P2_S62_L002_R1_paired	(1, 38.985003949352866)	(2, 38.844142719872416)	(3, 39.001005041113885)	(4, 39.10725665914972)	(5, 39.262046930877005)	(6, 39.27299606366451)	(7, 39.251089762268485)	(8, 39.31384734391657)	(9, 39.28516110436909)	(10, 39.324892828157964)	(15, 39.36087077495783)	(20, 39.39691222597657)	(25, 39.319106150149466)	(30, 39.30796796160628)	(35, 39.292734480214314)	(40, 39.308420871584914)	(45, 39.227114950712775)	(50, 39.27729030890867)	(55, 39.23207967195633)	(60, 39.16554067776855)	(65, 39.184409527078266)	(70, 39.13918723337059)	(75, 39.16271471550634)	(80, 39.13233107260491)	(85, 39.10757475212933)	(90, 39.09704730972713)	(95, 39.066796548889315)	(100, 39.05357358710578)	(105, 39.00709713356377)	(110, 39.009768591415266)	(115, 38.938951194026096)	(120, 38.90903443757209)	(125, 38.93861026358726)	(130, 38.946796285484496)	(135, 38.91111110315043)	(140, 38.867105074468945)	(145, 38.89944648627139)	(150, 38.96435472416432)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P2_S62_L002_R1_unpaired	(1, 35.41716107664627)	(2, 34.653139850992254)	(3, 35.0343578861868)	(4, 35.422579253827905)	(5, 35.82234533717213)	(6, 35.97473983462124)	(7, 36.11883548544002)	(8, 36.20890835220985)	(9, 36.29400537410137)	(10, 36.37988804742558)	(15, 36.550449652037166)	(20, 36.611622478036864)	(25, 36.16734894981496)	(30, 35.93353256651907)	(35, 35.7969597131294)	(40, 35.674201322589326)	(45, 35.45498332202579)	(50, 35.45106482335093)	(55, 35.43578879508723)	(60, 35.41374030830771)	(65, 35.45435065995157)	(70, 35.44328338275597)	(75, 35.49830731129579)	(80, 35.49442849452614)	(85, 35.49664876701384)	(90, 35.506006051867175)	(95, 35.504194872869874)	(100, 35.50937709044514)	(105, 35.47606867841425)	(110, 35.50219185810649)	(115, 35.46582543783977)	(120, 35.46125008460772)	(125, 35.52656194567334)	(130, 35.55502022448827)	(135, 35.553834453390905)	(140, 35.53825334925468)	(145, 35.6015970052661)	(150, 36.4475257391488)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P2_S62_L002_R2_paired	(1, 38.93488378238778)	(2, 39.004051205264126)	(3, 39.22819347059)	(4, 39.29837703283303)	(5, 39.264071671944926)	(6, 39.3813450473173)	(7, 39.41396553173407)	(8, 39.43014172926148)	(9, 39.449517228861495)	(10, 39.466682898916225)	(15, 39.48243506968833)	(20, 39.46574378583388)	(25, 39.456882065351685)	(30, 39.41186087017962)	(35, 39.41873576821596)	(40, 39.39184978450321)	(45, 39.3547640409782)	(50, 39.346658097891996)	(55, 39.31337929904056)	(60, 39.305559672048595)	(65, 39.27095896450915)	(70, 39.21847798517791)	(75, 39.18512584530873)	(80, 39.17824353891926)	(85, 39.16470274081421)	(90, 39.11512822104579)	(95, 39.11532749098968)	(100, 39.08508155021162)	(105, 39.05540976637726)	(110, 39.01883571221141)	(115, 39.00532421743575)	(120, 38.98063621071216)	(125, 38.96079965863996)	(130, 38.919129593657715)	(135, 38.90873989340989)	(140, 38.87409793341412)	(145, 38.85669301969252)	(150, 38.95928765126287)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P2_S62_L002_R2_unpaired	(1, 33.92418158580644)	(2, 33.2281328516271)	(3, 33.60679554656549)	(4, 33.781588490038814)	(5, 33.87204258873492)	(6, 34.20247763386972)	(7, 34.314484396542184)	(8, 34.37826015491082)	(9, 34.459761092493636)	(10, 34.56006601656453)	(15, 34.61158174749335)	(20, 34.59475825794094)	(25, 34.4481679396995)	(30, 34.23037499958069)	(35, 33.99763776093819)	(40, 33.760694649907585)	(45, 33.541890663419515)	(50, 33.464688161399465)	(55, 33.5454779254532)	(60, 33.61468342680509)	(65, 33.68586972053367)	(70, 33.70831358532262)	(75, 33.73441640919553)	(80, 33.762120570263576)	(85, 33.77975664185614)	(90, 33.790439611555584)	(95, 33.81708734156795)	(100, 33.814083303081375)	(105, 33.825315012789915)	(110, 33.835138301842875)	(115, 33.86037746713246)	(120, 33.85347114911518)	(125, 33.86762975918725)	(130, 33.84463220075202)	(135, 33.89001212461577)	(140, 33.87347203957605)	(145, 33.90385324154502)	(150, 35.08698005271249)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P3_S63_L002_R1_paired	(1, 39.03390367483971)	(2, 38.77814178755721)	(3, 38.98197636129642)	(4, 39.15254241351333)	(5, 39.282168800509936)	(6, 39.32981390402486)	(7, 39.284916017948476)	(8, 39.38816773203113)	(9, 39.35172582297798)	(10, 39.39190812066683)	(15, 39.42056960257091)	(20, 39.454929250423206)	(25, 39.37914860414573)	(30, 39.367085863055514)	(35, 39.34850005792683)	(40, 39.36225868690499)	(45, 39.28133997560966)	(50, 39.32806147149759)	(55, 39.28567502726354)	(60, 39.21973277705305)	(65, 39.23824086084412)	(70, 39.19414804602567)	(75, 39.218765630700325)	(80, 39.190177508580916)	(85, 39.16588543816475)	(90, 39.15864403541234)	(95, 39.128992244051496)	(100, 39.118556768702334)	(105, 39.07363299295546)	(110, 39.07765977270068)	(115, 39.00970693912863)	(120, 38.98070605446661)	(125, 39.0084308697284)	(130, 39.01825300120994)	(135, 38.982691767641064)	(140, 38.939152652888446)	(145, 38.97082047115031)	(150, 39.03119699654013)
